,Carimbo de data/hora,Endereço de e-mail,Qual é a sua idade?,Gênero,Quais plataformas de mídia social você costuma usar?,Cidade onde Mora,Sexo,Está empregado,Qual sua renda mensal bruta para custo de vida,Você têm religião?,Qual sua religião?,Qual é o tempo médio que você passa nas redes sociais todos os dias em horas?,"Numa escala de 1 a 5, quão facilmente você se distrai?  (Sendo 1 pouco e 5 muito)  ",Você acha difícil se concentrar nas coisas?    ,Pratica esporte com que frequência mensal?,Com que frequência você se distrai com as redes sociais quando está ocupado fazendo alguma coisa?,Com que frequência você se sente deprimido ou está deprimido?    ,Com que frequência você usa mídias sociais sem um propósito específico?,"Numa escala de 1 a 5, com que frequência você se compara a outras pessoas de sucesso através do uso das redes sociais?",Como você se sente quando vê publicações de pessoas mostrando vidas aparentemente perfeitas?,"Como você se sente ao receber poucos ""likes"" em suas postagens?",Você sente que o uso das redes sociais impacta seu humor de forma positiva ou negativa?,Dificuldade para dormir,Qual o impacto que você acredita que as redes sociais causam em você? (sendo 1 muito negativo e 5 muito positivo ),Você acha que passa mais tempo nas redes sociais do que gostaria? ,Como você reage quando vê comentários negativos ou críticas em suas postagens?,"Com que frequência você busca validação por meio de ""curtidas"" ou outros recursos das redes sociais?",Com que frequência você usa mídias sociais sem um propósito específico? ,Você já experimentou sentimentos de inveja ou inferioridade ao se comparar com outras pessoas nas redes? (Ex.: Aquele momento em que você abre a rede social do amigo e pensa dei errado para caramba),Já foi diagnosticado por um profissional com algum dos itens: [Nenhum],Já foi diagnosticado por um profissional com algum dos itens: [Depressão],Já foi diagnosticado por um profissional com algum dos itens: [Ansiedade],Já foi diagnosticado por um profissional com algum dos itens: [Estresse],Já foi diagnosticado por um profissional com algum dos itens: [TDAH],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno Bipolar],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno de ansiedade social :],"Já foi diagnosticado por um profissional com algum dos itens: [Fobia de Perda de Conexão ( Ansiedade relacionada à ausência de acesso ao celular ou redes sociais, causando angústia e desconforto.]",Já foi diagnosticado por um profissional com algum dos itens: [Transtorno Obsessivo-Compulsivo (TOC)],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno de Estresse Pós-Traumático (TEPT)],Já foi diagnosticado por um profissional com algum dos itens: [Dislexia]
854,2024-11-16 18:45:34,valerie83@example.com,32.0,Feminino,sdv-pii-tgfk4,sdv-pii-hmqxk,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Católico,3.0,4.0,2,Todos os dias,5,4.0,1.0,5.0,1.0,3.0,Positiva,Muita,3,Não,Indiferente,2.0,1.0,Não,True,True,False,False,False,False,False,False,False,False,False
866,2024-11-16 10:21:17,kmitchell@example.org,57.0,Masculino,sdv-pii-e1a7k,sdv-pii-4ojej,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,1.0,2.0,2,Até 4 vezes,3,1.0,1.0,1.0,4.0,5.0,Negativa,As vezes,4,Sim,Indiferente,0.0,3.0,Não,False,True,False,False,False,False,False,False,False,False,False
873,2024-11-16 08:56:56,medwards@example.net,33.0,Feminino,sdv-pii-eolw5,sdv-pii-5k64b,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,3.0,1.0,2,Até 4 vezes,3,0.0,2.0,4.0,5.0,5.0,Positiva,Nenhuma,2,Não,Indiferente,2.0,2.0,Sim,False,True,True,True,False,False,False,False,False,False,True
876,2024-11-16 08:56:56,jeremy89@example.com,39.0,Masculino,sdv-pii-v99fq,sdv-pii-mmylu,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,1.0,2.0,2,Nenhuma,1,0.0,2.0,1.0,3.0,5.0,Positiva,Nenhuma,4,Não,Indiferente,0.0,3.0,Não,True,False,True,True,False,False,False,False,False,False,False
877,2024-11-16 08:56:56,jmiller@example.net,40.0,Masculino,sdv-pii-6ojuz,sdv-pii-e737s,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Não,Evangélico,6.0,3.0,5,Nenhuma,3,2.0,2.0,1.0,4.0,5.0,Positiva,Nenhuma,4,Não,Triste,2.0,5.0,Sim,True,True,True,False,False,False,False,False,False,False,False
881,2024-11-16 08:56:56,anthonybranch@example.org,22.0,Feminino,sdv-pii-uq9re,sdv-pii-fpoi4,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Católico,3.0,4.0,5,Todos os dias,5,4.0,0.0,1.0,4.0,5.0,Positiva,Nenhuma,3,Não,Indiferente,2.0,3.0,Não,True,False,False,False,False,False,False,False,False,True,False
887,2024-11-16 12:29:59,michaeltyler@example.net,50.0,Masculino,sdv-pii-k8sc7,sdv-pii-7lwr8,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,nenhuma,3.0,3.0,1,Nenhuma,2,4.0,3.0,2.0,3.0,3.0,Negativa,Nenhuma,2,Não,Indiferente,0.0,3.0,Sim,False,False,True,False,True,False,False,False,False,False,False
890,2024-11-17 20:02:32,nelsoncraig@example.com,41.0,Feminino,sdv-pii-61d67,sdv-pii-8tt0z,Cisgênero (é o sexo que nasceu),Sim,Superior 30 mil,Sim,Católico,2.0,2.0,1,Até 4 vezes,5,0.0,0.0,2.0,2.0,5.0,Positiva,Nenhuma,3,Sim,Triste,2.0,1.0,Sim,False,False,True,False,False,False,False,False,False,False,False
895,2024-11-16 20:11:47,bwyatt@example.net,57.0,Masculino,sdv-pii-l2dqr,sdv-pii-dyqjz,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Não,Evangélico,1.0,3.0,3,Até 4 vezes,4,2.0,1.0,2.0,1.0,2.0,Negativa,Muita,3,Não,Indiferente,2.0,4.0,Sim,False,True,True,False,False,False,False,False,False,False,False
896,2024-11-16 08:56:56,tayloryvonne@example.net,53.0,Feminino,sdv-pii-947c4,sdv-pii-ndhg0,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,2.0,5,Todos os dias,3,2.0,3.0,1.0,4.0,5.0,Negativa,Nenhuma,3,Não,Indiferente,0.0,3.0,Não,False,False,False,False,False,False,False,False,False,False,False
897,2024-11-16 08:56:56,alexjohnson@example.net,60.0,Feminino,sdv-pii-ntelg,sdv-pii-09fjp,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,6.0,2.0,1,Todos os dias,3,1.0,4.0,1.0,4.0,4.0,Positiva,Muita,2,Não,Penso sobre a critica,0.0,3.0,Não,False,False,True,False,True,False,False,False,False,False,False
909,2024-11-16 08:56:56,bryandaugherty@example.com,57.0,Masculino,sdv-pii-6houe,sdv-pii-wb5e7,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,Católico,2.0,3.0,1,Até 8 vezes,3,2.0,5.0,2.0,5.0,4.0,Positiva,Nenhuma,3,Não,Indiferente,3.0,3.0,Não,False,False,False,False,True,False,False,False,False,False,False
912,2024-11-16 08:56:56,smithjustin@example.net,19.0,Feminino,sdv-pii-lh4x8,sdv-pii-jqnyj,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,4.0,1,Nenhuma,2,0.0,3.0,2.0,4.0,2.0,Positiva,Nenhuma,4,Não,Indiferente,0.0,3.0,Não,False,False,False,True,False,False,False,False,False,False,False
918,2024-11-16 08:56:56,nicolemartin@example.org,36.0,Masculino,sdv-pii-tmzcr,sdv-pii-02ut6,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,5.0,3.0,1,Até 4 vezes,1,1.0,0.0,5.0,2.0,3.0,Negativa,Nenhuma,3,Sim,Penso sobre a critica,2.0,1.0,Não,False,True,False,False,False,False,False,False,False,False,False
927,2024-11-16 08:56:56,ahansen@example.org,19.0,Masculino,sdv-pii-xu7ya,sdv-pii-ak0mi,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Não,Evangélico,1.0,4.0,1,Até 8 vezes,3,0.0,3.0,2.0,1.0,3.0,Positiva,Muita,3,Não,Penso sobre a critica,1.0,2.0,Não,False,False,False,False,False,False,False,False,False,False,False
929,2024-11-18 21:19:23,carrie75@example.com,60.0,Feminino,sdv-pii-93ulz,sdv-pii-cj41e,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Sim,Evangélico,1.0,5.0,1,Até 4 vezes,4,2.0,3.0,2.0,3.0,3.0,Positiva,Nenhuma,3,Sim,Triste,0.0,1.0,Não,True,True,False,False,True,False,False,False,True,False,False
945,2024-11-16 08:56:56,mhill@example.net,30.0,Feminino,sdv-pii-k3lxl,sdv-pii-qe6n7,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Não,Evangélico,5.0,3.0,1,Todos os dias,1,3.0,3.0,2.0,4.0,5.0,Negativa,Nenhuma,4,Sim,Penso sobre a critica,1.0,3.0,Não,True,True,False,False,False,False,False,False,False,False,False
948,2024-11-16 08:56:56,icarlson@example.org,51.0,Masculino,sdv-pii-d2apw,sdv-pii-upgha,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,Evangélico,5.0,3.0,4,Até 4 vezes,3,0.0,0.0,2.0,4.0,4.0,Positiva,Nenhuma,4,Não,Indiferente,0.0,5.0,Não,True,False,False,False,False,True,False,False,False,False,False
949,2024-11-16 15:46:17,emilycole@example.com,59.0,Masculino,sdv-pii-jruwr,sdv-pii-ra2lp,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Católico,6.0,5.0,5,Até 8 vezes,1,0.0,4.0,3.0,5.0,4.0,Positiva,Nenhuma,3,Sim,Penso sobre a critica,0.0,1.0,Não,True,False,False,False,False,False,True,False,False,False,False
962,2024-11-17 01:09:33,nixonjuan@example.com,38.0,Feminino,sdv-pii-14dsf,sdv-pii-fkvxu,Não binário,Sim,Até 3 mil,Sim,Evangélico,2.0,4.0,3,Nenhuma,2,0.0,3.0,3.0,3.0,1.0,Negativa,Nenhuma,2,Sim,Triste,0.0,1.0,Não,True,True,False,False,False,False,False,False,False,False,False
974,2024-11-17 21:05:03,michaeljones@example.org,60.0,Feminino,sdv-pii-sadz1,sdv-pii-rjhoz,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,Católico,4.0,5.0,1,Nenhuma,5,0.0,2.0,2.0,4.0,5.0,Positiva,As vezes,3,Não,Indiferente,2.0,1.0,Não,True,False,False,False,False,False,False,False,False,False,False
1000,2024-11-16 08:56:56,mburton@example.net,46.0,Masculino,sdv-pii-edqce,sdv-pii-nlkcz,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Não,Evangélico,1.0,4.0,2,Nenhuma,1,0.0,2.0,1.0,2.0,5.0,Positiva,Nenhuma,3,Sim,Indiferente,2.0,4.0,Sim,False,True,True,False,False,False,False,False,False,False,False
1001,2024-11-16 11:47:49,johnrussell@example.net,46.0,Masculino,sdv-pii-b4m2l,sdv-pii-rshc7,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,4.0,5.0,3,Todos os dias,1,2.0,0.0,1.0,4.0,3.0,Positiva,Nenhuma,3,Não,Triste,1.0,3.0,Não,False,False,True,False,False,False,False,False,False,False,False
1020,2024-11-17 01:26:42,zkeith@example.net,19.0,Masculino,sdv-pii-oiz0u,sdv-pii-lplrl,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,1.0,3.0,5,Até 8 vezes,2,3.0,2.0,2.0,4.0,3.0,Positiva,Nenhuma,4,Sim,Penso sobre a critica,2.0,1.0,Não,True,False,True,False,False,False,False,False,False,False,False
1032,2024-11-16 08:56:56,nathan84@example.net,38.0,Feminino,sdv-pii-brzev,sdv-pii-blhph,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,2.0,2,Todos os dias,1,1.0,2.0,5.0,4.0,2.0,Positiva,Nenhuma,3,Sim,Indiferente,1.0,2.0,Sim,False,True,True,False,True,False,False,False,True,False,False
1037,2024-11-17 00:13:15,grayeric@example.com,54.0,Masculino,sdv-pii-16u8m,sdv-pii-s16wn,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Católico,1.0,4.0,1,Nenhuma,2,2.0,4.0,3.0,4.0,3.0,Positiva,Nenhuma,3,Não,Triste,1.0,3.0,Sim,True,False,False,False,False,False,False,False,False,False,False
1038,2024-11-16 11:35:02,alexandria94@example.com,36.0,Feminino,sdv-pii-3ktlk,sdv-pii-eydbr,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Não,Evangélico,1.0,3.0,3,Até 4 vezes,3,4.0,2.0,1.0,2.0,2.0,Positiva,Nenhuma,3,Sim,Indiferente,1.0,1.0,Não,False,False,True,False,True,False,False,False,False,False,False
1043,2024-11-16 08:56:56,gregory86@example.net,50.0,Masculino,sdv-pii-nmz9e,sdv-pii-oxw88,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,6.0,5.0,5,Todos os dias,1,1.0,3.0,1.0,5.0,1.0,Positiva,Nenhuma,3,Não,Indiferente,2.0,2.0,Não,True,False,True,False,False,False,False,False,False,False,False
1045,2024-11-16 10:30:02,smithjoseph@example.net,22.0,Masculino,sdv-pii-06vox,sdv-pii-detyp,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,2.0,5.0,3,Todos os dias,3,0.0,1.0,2.0,3.0,3.0,Positiva,Nenhuma,5,Sim,Indiferente,0.0,3.0,Não,False,False,False,False,False,False,False,False,False,False,False
1051,2024-11-16 08:56:56,davidmullen@example.com,42.0,Masculino,sdv-pii-l04lx,sdv-pii-gevd2,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,3.0,1,Até 4 vezes,2,0.0,2.0,1.0,4.0,5.0,Positiva,Nenhuma,3,Sim,Ansioso,1.0,4.0,Não,True,False,False,False,False,False,False,False,False,False,False
1053,2024-11-16 12:30:02,barbara57@example.org,42.0,Masculino,sdv-pii-kps1p,sdv-pii-xrscm,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,3.0,5,Até 4 vezes,3,4.0,2.0,5.0,1.0,4.0,Positiva,Muita,3,Não,Indiferente,0.0,1.0,Sim,False,False,True,False,False,False,False,False,False,False,False
1057,2024-11-16 08:56:56,richjared@example.com,43.0,Feminino,sdv-pii-otkec,sdv-pii-nwwqc,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,nenhuma,1.0,3.0,2,Nenhuma,2,0.0,2.0,1.0,4.0,5.0,Positiva,Nenhuma,3,Sim,Indiferente,0.0,3.0,Não,True,True,True,False,False,False,False,False,False,False,False
1061,2024-11-16 19:12:38,sarahdavis@example.com,19.0,Intersexo (popularmente conhecido como Hermafrodita),sdv-pii-xovfg,sdv-pii-ekpv8,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,3.0,3.0,4,Todos os dias,1,0.0,2.0,3.0,2.0,5.0,Positiva,Nenhuma,3,Sim,Triste,1.0,0.0,Não,True,False,False,False,False,False,False,False,False,False,False
1064,2024-11-16 11:33:31,lgarcia@example.net,19.0,Masculino,sdv-pii-r8y6f,sdv-pii-tblqw,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,7.0,1.0,4,Até 4 vezes,1,1.0,0.0,2.0,2.0,3.0,Positiva,Nenhuma,4,Não,Indiferente,0.0,5.0,Não,True,True,True,True,False,False,False,False,False,False,False
1069,2024-11-16 08:56:56,amanda49@example.org,32.0,Masculino,sdv-pii-9j7k2,sdv-pii-v15un,Cisgênero (é o sexo que nasceu),Não,Superior 30 mil,Sim,Católico,4.0,4.0,1,Até 4 vezes,4,2.0,1.0,3.0,2.0,5.0,Positiva,Nenhuma,3,Sim,Indiferente,0.0,2.0,Não,True,False,True,False,False,False,False,False,False,False,False
1070,2024-11-16 08:56:56,tdaniel@example.net,19.0,Masculino,sdv-pii-ukaul,sdv-pii-drykv,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Evangélico,3.0,4.0,5,Até 4 vezes,3,2.0,3.0,1.0,3.0,2.0,Positiva,Nenhuma,3,Sim,Indiferente,3.0,5.0,Sim,False,False,True,False,False,False,False,False,True,False,False
1072,2024-11-17 06:09:37,ellisjoel@example.net,50.0,Feminino,sdv-pii-snfhe,sdv-pii-jrgar,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,1.0,5.0,2,Até 4 vezes,2,4.0,0.0,2.0,3.0,2.0,Negativa,Nenhuma,3,Não,Indiferente,1.0,0.0,Sim,True,True,True,False,False,False,False,False,False,False,False
1080,2024-11-16 08:56:56,cknight@example.com,60.0,Feminino,sdv-pii-i1k51,sdv-pii-pxy69,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,5.0,1,Nenhuma,1,3.0,2.0,1.0,3.0,5.0,Negativa,Nenhuma,3,Sim,Indiferente,1.0,3.0,Não,False,False,False,True,False,False,False,False,False,False,False
1096,2024-11-16 08:56:56,nrodriguez@example.com,26.0,Feminino,sdv-pii-okp5b,sdv-pii-6f10c,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Católico,4.0,3.0,1,Todos os dias,1,1.0,2.0,1.0,4.0,4.0,Positiva,Nenhuma,5,Sim,Indiferente,2.0,3.0,Sim,False,True,True,False,False,False,False,False,False,False,False
1098,2024-11-16 10:26:08,jacquelinetyler@example.com,28.0,Masculino,sdv-pii-krhpq,sdv-pii-t2ors,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,4.0,3.0,4,Até 4 vezes,4,0.0,3.0,1.0,3.0,3.0,Negativa,Nenhuma,5,Não,Indiferente,2.0,1.0,Não,False,False,True,False,False,False,False,False,False,False,False
1099,2024-11-16 11:42:52,espinozabrooke@example.net,55.0,Masculino,sdv-pii-b8oo6,sdv-pii-ixqe6,Cisgênero (é o sexo que nasceu),Não,Até 3 mil,Sim,Evangélico,2.0,4.0,1,Até 4 vezes,3,4.0,5.0,3.0,4.0,2.0,Positiva,Nenhuma,5,Não,Indiferente,2.0,3.0,Sim,True,False,False,True,False,False,False,False,False,False,False
1105,2024-11-16 08:56:56,fthompson@example.com,46.0,Masculino,sdv-pii-b2n7b,sdv-pii-789xp,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,5.0,2.0,4,Nenhuma,3,0.0,0.0,1.0,3.0,3.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,2.0,Não,True,True,True,False,False,False,False,False,False,False,False
1109,2024-11-16 08:56:56,hancockbrittany@example.com,50.0,Feminino,sdv-pii-ijatn,sdv-pii-7hxil,Cisgênero (é o sexo que nasceu),Sim,Superior 30 mil,Sim,Evangélico,4.0,2.0,3,Até 4 vezes,3,0.0,3.0,3.0,5.0,5.0,Positiva,Muita,4,Não,Indiferente,1.0,1.0,Não,False,False,True,False,False,False,False,False,False,False,False
1112,2024-11-18 21:19:23,parkerjessica@example.net,52.0,Feminino,sdv-pii-chqnd,sdv-pii-gke3z,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Evangélico,6.0,3.0,1,Nenhuma,3,1.0,5.0,1.0,3.0,4.0,Negativa,Nenhuma,3,Sim,Penso sobre a critica,0.0,1.0,Não,True,False,False,True,False,False,False,False,False,False,False
1115,2024-11-16 08:56:56,mindyquinn@example.com,21.0,Masculino,sdv-pii-wd1lt,sdv-pii-vbeti,Cisgênero (é o sexo que nasceu),Sim,Superior 30 mil,Sim,Evangélico,4.0,3.0,1,Até 4 vezes,3,0.0,5.0,1.0,5.0,3.0,Negativa,Nenhuma,4,Não,Penso sobre a critica,0.0,5.0,Não,True,False,False,False,False,False,False,False,False,False,False
1119,2024-11-16 08:56:56,morenohelen@example.net,21.0,Masculino,sdv-pii-ylzng,sdv-pii-vesbs,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Sim,Evangélico,1.0,3.0,5,Até 4 vezes,3,1.0,0.0,3.0,4.0,4.0,Positiva,Muita,3,Não,Indiferente,0.0,2.0,Não,True,False,False,False,False,False,True,False,False,False,False
1134,2024-11-16 17:56:56,jasonwarren@example.org,60.0,Masculino,sdv-pii-y9p0g,sdv-pii-y12wl,Cisgênero (é o sexo que nasceu),Sim,Superior 30 mil,Sim,Evangélico,7.0,3.0,1,Até 4 vezes,5,0.0,2.0,1.0,4.0,3.0,Positiva,Nenhuma,1,Sim,Indiferente,1.0,1.0,Não,False,False,False,False,False,False,False,False,False,False,False
1137,2024-11-16 08:56:56,xdavid@example.net,28.0,Feminino,sdv-pii-jarbd,sdv-pii-jpfyg,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,Evangélico,5.0,3.0,2,Até 4 vezes,3,2.0,0.0,1.0,5.0,3.0,Positiva,Nenhuma,4,Não,Indiferente,2.0,1.0,Não,True,False,True,False,False,False,False,False,False,False,False
1148,2024-11-16 08:56:56,padillaanthony@example.org,46.0,Masculino,sdv-pii-dsh4n,sdv-pii-lk76e,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,5.0,5.0,5,Até 4 vezes,3,4.0,4.0,4.0,3.0,5.0,Positiva,Quando fico no cel à noite .,3,Sim,Indiferente,0.0,2.0,Não,False,False,True,True,False,False,False,False,False,False,False
1151,2024-11-16 08:56:56,francisco92@example.net,53.0,Feminino,sdv-pii-vht9f,sdv-pii-tcetw,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,4.0,1,Até 4 vezes,4,2.0,2.0,4.0,4.0,3.0,Positiva,Muita,5,Sim,Ansioso,2.0,1.0,Não,True,False,False,False,False,False,False,False,False,False,False
1165,2024-11-17 07:08:23,yolandahayes@example.net,29.0,Masculino,sdv-pii-bk7b0,sdv-pii-oyr3v,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Católico,1.0,2.0,1,Até 4 vezes,1,0.0,3.0,1.0,4.0,5.0,Positiva,Nenhuma,3,Não,Indiferente,1.0,4.0,Não,False,False,True,False,False,False,False,False,False,False,False
1182,2024-11-16 17:18:42,michellelittle@example.net,39.0,Masculino,sdv-pii-zl489,sdv-pii-czy6l,Cisgênero (é o sexo que nasceu),Sim,Superior 30 mil,Sim,Evangélico,5.0,3.0,3,Até 4 vezes,1,4.0,1.0,5.0,4.0,3.0,Positiva,Nenhuma,3,Não,Indiferente,1.0,5.0,Sim,False,False,False,True,False,False,False,False,False,False,False
1188,2024-11-17 13:14:24,tuckeranthony@example.org,49.0,Masculino,sdv-pii-3yb7b,sdv-pii-rsobd,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Católico,5.0,5.0,1,Nenhuma,5,0.0,1.0,1.0,4.0,5.0,Negativa,Nenhuma,3,Não,Triste,2.0,4.0,Não,False,True,False,False,False,False,False,False,False,False,False
1196,2024-11-18 02:08:50,watersmatthew@example.net,40.0,Feminino,sdv-pii-xbr8s,sdv-pii-6p3p5,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Católico,4.0,5.0,2,Nenhuma,2,0.0,0.0,1.0,3.0,1.0,Positiva,Nenhuma,2,Não,Indiferente,2.0,3.0,Não,False,False,True,False,False,False,False,False,False,False,False
1204,2024-11-16 18:43:07,kristen97@example.net,51.0,Masculino,sdv-pii-jxfbw,sdv-pii-ltyqk,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,2.0,1.0,1,Até 4 vezes,1,0.0,1.0,2.0,1.0,3.0,Positiva,Muita,1,Não,Penso sobre a critica,2.0,1.0,Não,False,True,True,True,False,False,False,False,True,False,False
1210,2024-11-16 08:56:56,dgonzalez@example.com,47.0,Masculino,sdv-pii-pzqyf,sdv-pii-68l8v,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,6.0,4.0,5,Até 8 vezes,1,3.0,4.0,3.0,1.0,5.0,Positiva,Nenhuma,5,Não,Indiferente,0.0,0.0,Não,True,True,False,False,False,False,False,False,False,False,False
1219,2024-11-16 08:56:56,youngryan@example.net,48.0,Feminino,sdv-pii-525bi,sdv-pii-cv3g9,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,3.0,1,Até 4 vezes,3,0.0,0.0,2.0,1.0,2.0,Positiva,Nenhuma,4,Não,Indiferente,1.0,1.0,Sim,False,False,True,True,False,False,False,False,False,False,False
1226,2024-11-16 08:56:56,pamelafigueroa@example.net,41.0,Masculino,sdv-pii-abnbo,sdv-pii-59icn,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Sim,Católico,5.0,4.0,3,Todos os dias,4,0.0,2.0,2.0,4.0,2.0,Positiva,Nenhuma,4,Sim,Indiferente,2.0,4.0,Não,True,False,True,True,False,False,False,False,False,False,False
1228,2024-11-16 08:56:56,hprince@example.com,36.0,Masculino,sdv-pii-wy2t2,sdv-pii-ubgyi,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,Evangélico,5.0,3.0,2,Nenhuma,1,0.0,5.0,1.0,3.0,5.0,Positiva,Nenhuma,3,Sim,Indiferente,0.0,1.0,Não,False,True,False,False,False,False,False,False,False,False,False
1229,2024-11-16 08:56:56,kristibrown@example.org,56.0,Masculino,sdv-pii-enqoa,sdv-pii-tq8k3,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,2.0,3.0,2,Todos os dias,3,2.0,2.0,2.0,1.0,1.0,Negativa,Muita,3,Não,Indiferente,1.0,5.0,Sim,False,False,False,False,False,True,False,False,False,False,False
1231,2024-11-16 08:56:56,andrealowe@example.org,41.0,Intersexo (popularmente conhecido como Hermafrodita),sdv-pii-ltw92,sdv-pii-1bw7h,Cisgênero (é o sexo que nasceu),Não,Até 3 mil,Não,Católico,5.0,2.0,2,Até 8 vezes,1,1.0,2.0,1.0,5.0,1.0,Positiva,Nenhuma,3,Sim,Penso sobre a critica,0.0,2.0,Não,True,False,True,False,False,False,False,False,False,False,False
1233,2024-11-16 11:02:08,jason18@example.org,47.0,Masculino,sdv-pii-rh0wq,sdv-pii-oyibt,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,5.0,2.0,5,Até 4 vezes,3,2.0,3.0,1.0,3.0,5.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,3.0,Não,True,False,True,False,False,True,True,False,True,False,True
1238,2024-11-16 16:46:42,jcastro@example.org,53.0,Masculino,sdv-pii-9gxcd,sdv-pii-os8dc,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Outros,1.0,4.0,2,Até 8 vezes,3,3.0,2.0,2.0,4.0,3.0,Positiva,Nenhuma,4,Não,Triste,0.0,3.0,Não,False,False,True,False,False,False,False,False,False,False,False
1242,2024-11-18 03:33:26,stricklandjonathan@example.com,60.0,Feminino,sdv-pii-obkva,sdv-pii-8yah4,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,5.0,4.0,5,Nenhuma,3,0.0,2.0,1.0,4.0,4.0,Positiva,Nenhuma,5,Sim,Penso sobre a critica,1.0,5.0,Sim,True,False,True,False,False,False,False,False,False,False,False
1257,2024-11-16 08:56:56,zsoto@example.com,40.0,Masculino,sdv-pii-nvlpd,sdv-pii-j262t,Cisgênero (é o sexo que nasceu),Sim,Superior 30 mil,Sim,Católico,2.0,3.0,3,Todos os dias,4,2.0,1.0,4.0,3.0,5.0,Negativa,Muita,1,Sim,Indiferente,1.0,1.0,Sim,False,False,False,False,False,False,False,False,False,False,False
